,Target Path,RMSD,Length1,TMscore1,Length2,TMscore2,maxTMscore
47205,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5XYI_L.pdb,1.08,160.0,0.84844,142.0,0.95113,0.95113
38709,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5T2A_AE.pdb,1.11,160.0,0.82396,140.0,0.93862,0.93862
77377,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3J7A_V.pdb,1.47,160.0,0.85824,146.0,0.93713,0.93713
49842,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6T4Q_SL.pdb,1.25,160.0,0.83888,144.0,0.92831,0.92831
50955,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3JBN_V.pdb,1.41,160.0,0.84903,146.0,0.92582,0.92582
79704,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4BTS_AQ.pdb,2.13,160.0,0.90281,156.0,0.92506,0.92506
79530,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6I7O_X.pdb,1.35,160.0,0.84574,146.0,0.92319,0.92319
30002,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5DGF_C1.pdb,1.38,160.0,0.83066,144.0,0.91859,0.91859
32633,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5JPQ_y.pdb,1.54,160.0,0.90113,157.0,0.91753,0.91753
30063,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6ZU5_SL0.pdb,1.31,160.0,0.76765,133.0,0.9166,0.9166
65162,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6TH6_As.pdb,1.49,160.0,0.61989,107.0,0.8992,0.8992
80055,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6ZJ3_SU.pdb,2.05,160.0,0.82623,148.0,0.89016,0.89016
53249,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4V6U_AR.pdb,1.67,160.0,0.64225,113.0,0.88155,0.88155
46440,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7O7Y_Ak.pdb,1.59,160.0,0.84886,154.0,0.88065,0.88065
38545,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7JIL_v.pdb,1.36,160.0,0.46033,80.0,0.87877,0.87877
32868,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7QEP_C1.pdb,1.78,160.0,0.78193,141.0,0.87748,0.87748
82340,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7P7Q_r.pdb,1.37,160.0,0.4598,80.0,0.87711,0.87711
