,Target Path,RMSD,Length1,TMscore1,Length2,TMscore2,maxTMscore
30081,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6FVW_D.pdb,1.67,249.0,0.94073,252.0,0.92995,0.94073
1012,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5LE5_Q.pdb,1.3,249.0,0.88015,233.0,0.93899,0.93899
82723,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5FMG_D.pdb,1.6,249.0,0.81309,215.0,0.93576,0.93576
35520,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4V7O_AU.pdb,1.36,249.0,0.85378,227.0,0.93351,0.93351
15303,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5L4G_D.pdb,1.48,249.0,0.90889,243.0,0.93055,0.93055
65457,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1YAR_C.pdb,1.39,249.0,0.82986,221.0,0.93028,0.93028
58532,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1RYP_R.pdb,1.41,249.0,0.90038,241.0,0.92946,0.92946
25922,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5L5T_Q.pdb,1.4,249.0,0.89623,240.0,0.9289,0.9289
34468,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6QM7_D.pdb,1.76,249.0,0.89075,239.0,0.92655,0.92655
57545,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3MG7_C.pdb,1.48,249.0,0.89754,241.0,0.92647,0.92647
61327,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6Z46_F.pdb,1.61,249.0,0.81866,219.0,0.92463,0.92463
31018,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6UTF_A.pdb,1.5,249.0,0.8459,227.0,0.92372,0.92372
9223,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6MUW_R.pdb,1.61,249.0,0.86665,233.0,0.9236,0.9236
18062,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3H4P_B.pdb,1.83,249.0,0.8626,232.0,0.9228,0.9228
49991,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3H4P_M.pdb,1.85,249.0,0.86244,232.0,0.92263,0.92263
54976,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6TCZ_d.pdb,1.8,249.0,0.88951,240.0,0.9214,0.9214
