,Target Path,RMSD,Length1,TMscore1,Length2,TMscore2,maxTMscore
46856,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1TM5_I.pdb,0.89,153.0,0.39918,63.0,0.93132,0.93132
30264,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1Y3D_I.pdb,1.07,153.0,0.40152,64.0,0.91751,0.91751
54829,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2CI2_I.pdb,1.28,153.0,0.40135,65.0,0.8886,0.8886
26925,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7A3M_A.pdb,1.25,153.0,0.39542,64.0,0.88407,0.88407
12028,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3RDY_A.pdb,1.65,153.0,0.4033,67.0,0.85732,0.85732
44447,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1VBW_A.pdb,1.7,153.0,0.40697,68.0,0.85033,0.85033
71201,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3RDZ_D.pdb,1.7,153.0,0.3995,67.0,0.84096,0.84096
5805,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7AL8_C.pdb,1.76,153.0,0.39608,67.0,0.82426,0.82426
231,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1CIQ_A.pdb,1.12,153.0,0.23033,37.0,0.80635,0.80635
32322,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1DWM_A.pdb,2.06,153.0,0.39893,69.0,0.79663,0.79663
73943,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1CQ4_A.pdb,1.11,153.0,0.23021,37.0,0.7936,0.7936
66777,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1CSE_I.pdb,1.66,153.0,0.36603,63.0,0.78079,0.78079
37523,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4B2C_D.pdb,1.97,153.0,0.37685,71.0,0.72949,0.72949
21226,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1EGL_A.pdb,2.42,153.0,0.37654,70.0,0.71199,0.71199
33433,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1TIN_A.pdb,2.49,153.0,0.36142,68.0,0.68684,0.68684
12615,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1EGP_A.pdb,2.3,153.0,0.21949,39.0,0.64143,0.64143
26514,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1HYM_A.pdb,2.79,153.0,0.2327,44.0,0.62493,0.62493
83742,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3W0D_B.pdb,3.18,153.0,0.32358,68.0,0.59606,0.59606
15400,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3W0E_B.pdb,3.08,153.0,0.32311,68.0,0.58695,0.58695
60488,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1CIR_A.pdb,2.69,153.0,0.20565,39.0,0.55387,0.55387
64680,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1K1V_A.pdb,2.39,153.0,0.19821,41.0,0.53498,0.53498
46507,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3K6G_D.pdb,2.44,153.0,0.15171,33.0,0.53086,0.53086
81873,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4CZ7_E.pdb,2.27,153.0,0.14484,30.0,0.52775,0.52775
