,Target Path,RMSD,Length1,TMscore1,Length2,TMscore2,maxTMscore
31908,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3IIL_A.pdb,1.79,63.0,0.72361,175.0,0.2931,0.72361
50557,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3IIJ_A.pdb,1.81,63.0,0.72209,175.0,0.29287,0.72209
3117,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1RKB_A.pdb,1.97,63.0,0.71526,173.0,0.29314,0.71526
18502,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5JZV_A.pdb,2.03,63.0,0.71018,175.0,0.28867,0.71018
3520,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5UKD_A.pdb,2.8,63.0,0.67379,194.0,0.25847,0.67379
30380,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1QF9_A.pdb,2.84,63.0,0.67066,194.0,0.25847,0.67066
56941,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4UKD_A.pdb,2.74,63.0,0.6612,191.0,0.25324,0.6612
23702,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1Y63_A.pdb,1.88,63.0,0.6608,168.0,0.28324,0.6608
55364,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1UKZ_A.pdb,2.9,63.0,0.65876,196.0,0.25034,0.65876
41395,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2C95_B.pdb,2.76,63.0,0.64817,194.0,0.25411,0.64817
