,Target Path,RMSD,Length1,TMscore1,Length2,TMscore2,maxTMscore
57017,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4Y4O_1Q.pdb,1.18,127.0,0.90662,141.0,0.81994,0.90662
80464,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5O60_N.pdb,1.03,127.0,0.90257,136.0,0.84515,0.90257
70742,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6S0Z_K.pdb,1.13,127.0,0.90249,137.0,0.83946,0.90249
50447,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5MMI_N.pdb,0.93,127.0,0.8997,135.0,0.84827,0.8997
53147,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7MT7_M.pdb,0.9,127.0,0.89968,134.0,0.85442,0.89968
58006,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7JIL_M.pdb,1.19,127.0,0.89876,139.0,0.82491,0.89876
42928,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6ERI_AM.pdb,0.84,127.0,0.89853,134.0,0.85301,0.89853
76327,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6DZI_N.pdb,1.07,127.0,0.8985,136.0,0.8416,0.8985
38936,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5MMM_N.pdb,0.95,127.0,0.8985,135.0,0.8472,0.8985
55618,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5J8A_DN.pdb,1.24,127.0,0.8914,135.0,0.84055,0.8914
60619,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4WZD_88.pdb,1.39,127.0,0.88793,141.0,0.80433,0.88793
44808,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7A0R_J.pdb,1.46,127.0,0.88725,136.0,0.83166,0.88725
22274,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5HL7_J.pdb,1.31,127.0,0.88524,138.0,0.81778,0.88524
10229,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6O9K_M.pdb,1.49,127.0,0.88493,136.0,0.82928,0.88493
26964,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7K00_l.pdb,1.19,127.0,0.88472,134.0,0.84021,0.88472
28081,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6O8W_N.pdb,1.28,127.0,0.8777,141.0,0.79496,0.8777
