,Target Path,RMSD,Length1,TMscore1,Length2,TMscore2,maxTMscore
41634,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7CB9_A.pdb,1.3,100.0,0.90495,466.0,0.20897,0.90495
42394,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5YLW_A.pdb,1.33,100.0,0.90311,466.0,0.20878,0.90311
2968,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6VBY_A.pdb,1.25,100.0,0.90077,470.0,0.20741,0.90077
15607,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6CSB_A.pdb,1.28,100.0,0.87655,452.0,0.20524,0.87655
44678,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3TDA_C.pdb,1.3,100.0,0.87403,467.0,0.19861,0.87403
32858,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3C6G_B.pdb,1.41,100.0,0.86394,467.0,0.19782,0.86394
71086,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3TBG_B.pdb,1.38,100.0,0.86355,456.0,0.20264,0.86355
31514,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3DL9_A.pdb,1.39,100.0,0.8626,465.0,0.19868,0.8626
61192,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6CIZ_C.pdb,1.72,100.0,0.86228,477.0,0.19434,0.86228
3437,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3CZH_A.pdb,1.41,100.0,0.86137,465.0,0.19858,0.86137
4195,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3PM0_A.pdb,1.89,100.0,0.86107,459.0,0.20254,0.86107
66370,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6WR1_A.pdb,1.74,100.0,0.85932,460.0,0.20118,0.85932
42747,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6OYU_A.pdb,1.54,100.0,0.85051,450.0,0.2058,0.85051
20562,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6WW0_A.pdb,1.82,100.0,0.8487,464.0,0.19868,0.8487
28479,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4R1Z_A.pdb,1.76,100.0,0.84753,417.0,0.22069,0.84753
68521,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6IQ5_A.pdb,1.49,100.0,0.8451,459.0,0.19687,0.8451
