,Target Path,RMSD,Length1,TMscore1,Length2,TMscore2,maxTMscore
25041,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5YC0_G.pdb,0.32,131.0,0.2353,31.0,0.94787,0.94787
16336,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4C1A_C.pdb,0.44,131.0,0.26445,35.0,0.93712,0.93712
55305,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6YB2_C.pdb,0.36,131.0,0.22743,30.0,0.93547,0.93547
68986,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3AHA_D.pdb,0.44,131.0,0.2569,34.0,0.93288,0.93288
58511,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3VIE_B.pdb,0.54,131.0,0.27087,36.0,0.93162,0.93162
58976,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1JEK_B.pdb,0.42,131.0,0.25699,34.0,0.93023,0.93023
67356,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6KTS_D.pdb,0.44,131.0,0.25687,34.0,0.92952,0.92952
14883,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3VTQ_D.pdb,1.15,131.0,0.27442,37.0,0.92902,0.92902
30430,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7NFG_D.pdb,0.39,131.0,0.22714,30.0,0.92031,0.92031
69452,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G6F_A.pdb,0.39,131.0,0.2271,30.0,0.91635,0.91635
59150,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3F4Y_E.pdb,1.32,131.0,0.28015,38.0,0.91222,0.91222
71081,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3VH7_F.pdb,0.44,131.0,0.23415,31.0,0.9114,0.9114
79656,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2AKF_A.pdb,1.28,131.0,0.23594,32.0,0.91085,0.91085
50960,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1ZVB_A.pdb,0.55,131.0,0.25544,34.0,0.90857,0.90857
44915,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6J5E_H.pdb,0.39,131.0,0.21954,29.0,0.90615,0.90615
4588,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6RX4_C.pdb,0.46,131.0,0.23396,31.0,0.90503,0.90503
83980,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5HKN_B.pdb,0.44,131.0,0.22664,30.0,0.90389,0.90389
14651,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3TQ2_A.pdb,0.81,131.0,0.2604,35.0,0.90362,0.90362
77726,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7NFH_D.pdb,0.72,131.0,0.22417,30.0,0.90351,0.90351
21291,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5ET3_B.pdb,0.42,131.0,0.22681,30.0,0.90282,0.90282
67065,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G6D_B.pdb,0.51,131.0,0.22599,30.0,0.90216,0.90216
15695,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2NRN_D.pdb,1.23,131.0,0.25055,34.0,0.90003,0.90003
51371,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G6F_E.pdb,0.44,131.0,0.2191,29.0,0.89991,0.89991
