,Target Path,RMSD,Length1,TMscore1,Length2,TMscore2,maxTMscore
31581,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3VGY_D.pdb,0.6,242.0,0.11857,30.0,0.82068,0.82068
40428,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6XYW_BO.pdb,0.67,242.0,0.12231,30.0,0.80735,0.80735
48103,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G6F_E.pdb,0.65,242.0,0.11836,29.0,0.80682,0.80682
37337,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3R4A_B.pdb,0.76,242.0,0.12193,30.0,0.79726,0.79726
55045,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6DLC_B.pdb,0.76,242.0,0.13004,33.0,0.79634,0.79634
13774,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G6F_A.pdb,0.65,242.0,0.11837,30.0,0.79615,0.79615
50632,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4C31_A.pdb,0.74,242.0,0.12604,31.0,0.79407,0.79407
45229,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6WCU_B.pdb,0.77,242.0,0.12184,30.0,0.78798,0.78798
73620,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1IJ1_B.pdb,0.82,242.0,0.12567,31.0,0.7851,0.7851
8944,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7F16_P.pdb,1.57,242.0,0.13348,34.0,0.784,0.784
30061,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1KDD_F.pdb,0.91,242.0,0.13718,35.0,0.77761,0.77761
11096,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4PAS_A.pdb,1.06,242.0,0.13644,35.0,0.77726,0.77726
37513,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4PN8_F.pdb,0.79,242.0,0.12175,30.0,0.77505,0.77505
32688,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6Q5O_A.pdb,0.83,242.0,0.12156,30.0,0.77496,0.77496
39206,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7A1T_C.pdb,0.75,242.0,0.11788,29.0,0.77483,0.77483
50338,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G69_G.pdb,0.78,242.0,0.1218,30.0,0.77063,0.77063
58257,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1WFB_B.pdb,1.44,242.0,0.14285,37.0,0.77037,0.77037
42301,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G6C_B.pdb,0.75,242.0,0.12192,30.0,0.76909,0.76909
54396,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5NDA_A.pdb,1.19,242.0,0.12375,33.0,0.7689,0.7689
24894,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2R2V_G.pdb,0.99,242.0,0.13268,33.0,0.76883,0.76883
46342,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1YOD_A.pdb,0.74,242.0,0.12196,30.0,0.76731,0.76731
65232,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6WB3_A.pdb,0.79,242.0,0.12171,30.0,0.76698,0.76698
50867,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6Q5Q_A.pdb,1.29,242.0,0.12385,32.0,0.76358,0.76358
78358,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1C94_B.pdb,1.5,242.0,0.13883,37.0,0.7634,0.7634
73679,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5ZCX_A.pdb,0.9,242.0,0.12512,31.0,0.76263,0.76263
61336,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1KD8_F.pdb,0.95,242.0,0.13693,35.0,0.76193,0.76193
30529,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6Q5S_D.pdb,0.82,242.0,0.12157,30.0,0.75986,0.75986
20470,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6WA0_B.pdb,0.92,242.0,0.12098,30.0,0.75966,0.75966
52981,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G6D_B.pdb,0.83,242.0,0.12152,30.0,0.75914,0.75914
45699,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6Q5R_I.pdb,0.8,242.0,0.12165,30.0,0.7591,0.7591
21296,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6Q5P_F.pdb,0.82,242.0,0.12158,30.0,0.75887,0.75887
15297,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6RX4_C.pdb,0.91,242.0,0.12514,31.0,0.75848,0.75848
16880,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6YB2_C.pdb,0.82,242.0,0.12153,30.0,0.75839,0.75839
22063,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6Q5R_K.pdb,0.83,242.0,0.12147,30.0,0.75752,0.75752
61569,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5H0N_L.pdb,1.41,242.0,0.11922,30.0,0.75688,0.75688
21355,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7BOA_D.pdb,0.8,242.0,0.11761,29.0,0.75683,0.75683
81760,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6YB1_A.pdb,1.0,242.0,0.12462,31.0,0.75536,0.75536
17055,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6XY1_A.pdb,0.77,242.0,0.12181,30.0,0.75309,0.75309
12259,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3VTQ_D.pdb,1.59,242.0,0.14075,37.0,0.75299,0.75299
12027,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4I2L_D.pdb,1.4,242.0,0.14187,36.0,0.75106,0.75106
30821,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4ZP3_P.pdb,0.89,242.0,0.12119,30.0,0.75072,0.75072
10049,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5ZCX_W.pdb,1.09,242.0,0.13198,33.0,0.7504,0.7504
44116,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6J5E_H.pdb,0.75,242.0,0.11785,29.0,0.7501,0.7501
62384,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5EZC_G.pdb,0.8,242.0,0.12166,30.0,0.74934,0.74934
8712,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2NRN_D.pdb,0.83,242.0,0.12958,34.0,0.74787,0.74787
75432,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3LJM_B.pdb,0.81,242.0,0.11756,29.0,0.7477,0.7477
60639,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4PND_A.pdb,1.17,242.0,0.11997,30.0,0.7476,0.7476
50456,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2HY6_D.pdb,1.18,242.0,0.12772,32.0,0.74687,0.74687
22004,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6XY0_A.pdb,0.88,242.0,0.12123,30.0,0.74646,0.74646
46871,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6RQF_E.pdb,1.14,242.0,0.12392,31.0,0.74626,0.74626
56455,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6LVN_B.pdb,1.0,242.0,0.13658,35.0,0.74587,0.74587
21591,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2E74_E.pdb,1.11,242.0,0.12796,32.0,0.74586,0.74586
74495,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6Q5S_C.pdb,0.86,242.0,0.12132,30.0,0.7458,0.7458
58025,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2BEQ_B.pdb,1.07,242.0,0.14006,36.0,0.74541,0.74541
76542,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4H44_E.pdb,1.35,242.0,0.12322,31.0,0.74431,0.74431
48338,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4H13_E.pdb,1.21,242.0,0.1274,32.0,0.74311,0.74311
82462,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5NMN_A.pdb,1.14,242.0,0.13169,34.0,0.74232,0.74232
9003,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7A1T_F.pdb,0.83,242.0,0.11745,29.0,0.74224,0.74224
32106,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7BAW_F.pdb,0.87,242.0,0.12128,30.0,0.74082,0.74082
70125,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5ET3_B.pdb,0.77,242.0,0.11777,30.0,0.74004,0.74004
2154,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1BB1_C.pdb,1.12,242.0,0.13556,34.0,0.73965,0.73965
1632,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4UOT_A.pdb,0.92,242.0,0.12903,33.0,0.73908,0.73908
15062,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6ZT1_C.pdb,0.77,242.0,0.11374,29.0,0.73875,0.73875
15003,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3G1E_B.pdb,1.27,242.0,0.13908,37.0,0.73646,0.73646
57325,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1G2C_R.pdb,1.11,242.0,0.13985,37.0,0.73628,0.73628
39265,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7NFN_C.pdb,0.87,242.0,0.12125,30.0,0.73627,0.73627
66337,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6JQK_C.pdb,1.33,242.0,0.13448,34.0,0.73594,0.73594
52394,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6XNE_C.pdb,0.86,242.0,0.12134,30.0,0.73557,0.73557
58896,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5HKN_B.pdb,0.78,242.0,0.11769,30.0,0.73535,0.73535
10748,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3R4H_B.pdb,0.84,242.0,0.11738,29.0,0.73493,0.73493
62906,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2FYZ_F.pdb,1.0,242.0,0.13649,36.0,0.73486,0.73486
19058,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1ET1_A.pdb,1.01,242.0,0.13646,34.0,0.73476,0.73476
34953,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5FV8_B.pdb,1.19,242.0,0.13529,35.0,0.73446,0.73446
23832,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6KN8_S.pdb,1.39,242.0,0.12226,31.0,0.73431,0.73431
57792,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3U91_A.pdb,1.54,242.0,0.11829,30.0,0.73412,0.73412
21119,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7BOA_E.pdb,0.84,242.0,0.11741,29.0,0.73316,0.73316
45287,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3BJ4_B.pdb,1.72,242.0,0.14676,38.0,0.73313,0.73313
77771,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4C1A_A.pdb,0.89,242.0,0.13327,36.0,0.73251,0.73251
39963,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4N3Y_A.pdb,0.99,242.0,0.13658,35.0,0.73206,0.73206
4998,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4C1A_C.pdb,0.91,242.0,0.1331,35.0,0.7313,0.7313
43062,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5KKV_A.pdb,1.44,242.0,0.12249,32.0,0.73129,0.73129
74670,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7EDP_B.pdb,0.92,242.0,0.14117,40.0,0.73095,0.73095
36813,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5EP6_A.pdb,1.13,242.0,0.13585,36.0,0.73011,0.73011
36173,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1SVF_D.pdb,1.54,242.0,0.13052,35.0,0.72982,0.72982
12608,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6O40_B.pdb,2.01,242.0,0.13859,36.0,0.72946,0.72946
5694,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5CMZ_D.pdb,1.37,242.0,0.12728,34.0,0.72885,0.72885
27608,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1ZVB_A.pdb,1.38,242.0,0.13424,34.0,0.72864,0.72864
36638,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4P67_E.pdb,1.44,242.0,0.14231,37.0,0.72796,0.72796
33791,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7E8E_K.pdb,1.34,242.0,0.12284,31.0,0.72768,0.72768
31579,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1PD3_A.pdb,1.99,242.0,0.1979,54.0,0.72713,0.72713
59593,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6YTU_A.pdb,1.36,242.0,0.13411,34.0,0.72695,0.72695
48926,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6XXZ_B.pdb,0.98,242.0,0.12063,30.0,0.72615,0.72615
69949,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7BAS_B.pdb,0.86,242.0,0.11732,29.0,0.72596,0.72596
55163,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5EON_A.pdb,0.84,242.0,0.1174,29.0,0.72507,0.72507
32920,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2MET_A.pdb,1.16,242.0,0.13947,37.0,0.72376,0.72376
38681,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4HLR_A.pdb,1.64,242.0,0.1212,31.0,0.7232,0.7232
30294,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5YC0_G.pdb,0.97,242.0,0.12466,31.0,0.72292,0.72292
10631,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1BB1_A.pdb,0.92,242.0,0.129,34.0,0.72285,0.72285
