,Target Path,RMSD,Length1,TMscore1,Length2,TMscore2,maxTMscore
23578,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3S6W_A.pdb,2.27,221.0,0.20778,52.0,0.73269,0.73269
72711,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3P8D_A.pdb,2.13,221.0,0.21277,53.0,0.72757,0.72757
6182,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4QQ6_A.pdb,2.11,221.0,0.224,58.0,0.70658,0.70658
19391,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6NMW_A.pdb,2.01,221.0,0.2347,63.0,0.70652,0.70652
11128,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5NUH_C.pdb,1.67,221.0,0.20543,54.0,0.69967,0.69967
77719,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1MHN_A.pdb,2.15,221.0,0.22667,59.0,0.69625,0.69625
73058,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2KVQ_G.pdb,2.31,221.0,0.22559,59.0,0.6935,0.6935
24108,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3C4S_A.pdb,2.31,221.0,0.22388,57.0,0.68914,0.68914
2383,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1BU1_F.pdb,1.81,221.0,0.20847,56.0,0.68898,0.68898
62305,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4EIK_A.pdb,1.73,221.0,0.21297,58.0,0.68796,0.68796
