,Target Path,RMSD,Length1,TMscore1,Length2,TMscore2,maxTMscore
18414,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4ZP3_P.pdb,0.84,219.0,0.1342,30.0,0.83659,0.83659
53356,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4C31_A.pdb,0.85,219.0,0.13838,31.0,0.82592,0.82592
67817,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6XYW_BO.pdb,1.53,219.0,0.13147,30.0,0.82028,0.82028
55652,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1ZVB_A.pdb,1.18,219.0,0.14578,34.0,0.81824,0.81824
2321,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2Z2T_F.pdb,1.28,219.0,0.14503,33.0,0.81647,0.81647
48305,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3VGY_D.pdb,0.7,219.0,0.13484,30.0,0.81437,0.81437
15382,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6RX4_C.pdb,0.77,219.0,0.13892,31.0,0.81328,0.81328
44204,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2E74_E.pdb,0.63,219.0,0.13528,32.0,0.8124,0.8124
4547,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4H13_E.pdb,0.65,219.0,0.13519,32.0,0.81192,0.81192
5018,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6WA0_B.pdb,1.65,219.0,0.13026,30.0,0.81159,0.81159
32156,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5YC0_G.pdb,0.83,219.0,0.13855,31.0,0.8083,0.8083
69212,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4D2H_A.pdb,1.52,219.0,0.15586,37.0,0.80818,0.80818
50298,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7F16_P.pdb,0.77,219.0,0.13897,34.0,0.80647,0.80647
34088,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6J5E_H.pdb,0.57,219.0,0.12651,29.0,0.80226,0.80226
33151,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6WCU_B.pdb,0.73,219.0,0.13469,30.0,0.80042,0.80042
32567,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5FV8_B.pdb,1.62,219.0,0.1476,35.0,0.80015,0.80015
72063,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5ZCX_W.pdb,1.69,219.0,0.14276,33.0,0.79888,0.79888
47012,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G6F_A.pdb,0.95,219.0,0.13353,30.0,0.79781,0.79781
81926,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3VH7_F.pdb,0.92,219.0,0.13806,31.0,0.79781,0.79781
53474,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6RQF_E.pdb,1.26,219.0,0.13286,31.0,0.79766,0.79766
3197,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5FV8_E.pdb,1.26,219.0,0.16215,37.0,0.79554,0.79554
48246,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6YB2_C.pdb,0.68,219.0,0.13494,30.0,0.79552,0.79552
70433,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5FV8_A.pdb,1.64,219.0,0.15148,36.0,0.79551,0.79551
65431,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3LJM_B.pdb,0.94,219.0,0.1291,29.0,0.79269,0.79269
81106,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3KJL_H.pdb,0.84,219.0,0.1429,32.0,0.79158,0.79158
36024,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3S8F_C.pdb,1.39,219.0,0.13624,31.0,0.7899,0.7899
32509,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5H0N_L.pdb,0.8,219.0,0.1298,30.0,0.78858,0.78858
19234,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4H44_E.pdb,1.17,219.0,0.13296,31.0,0.78801,0.78801
46953,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4PND_A.pdb,0.74,219.0,0.13458,30.0,0.78711,0.78711
75850,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3A0H_X.pdb,1.52,219.0,0.1396,34.0,0.78483,0.78483
33092,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G6F_E.pdb,0.7,219.0,0.13036,29.0,0.7847,0.7847
75676,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1JEK_B.pdb,0.97,219.0,0.1508,34.0,0.78434,0.78434
20879,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2O6N_A.pdb,1.29,219.0,0.13244,31.0,0.78408,0.78408
637,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6KTS_D.pdb,1.49,219.0,0.14887,34.0,0.78397,0.78397
58155,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3J47_P.pdb,0.94,219.0,0.151,34.0,0.78376,0.78376
8408,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6ITH_A.pdb,0.95,219.0,0.14663,35.0,0.78133,0.78133
73987,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5NMN_A.pdb,1.56,219.0,0.1469,34.0,0.78102,0.78102
10964,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3VTQ_D.pdb,1.58,219.0,0.15589,37.0,0.77876,0.77876
80754,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4I2L_D.pdb,1.84,219.0,0.14955,36.0,0.77826,0.77826
